Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
11101587,MH_24,COUNTRY,BEN,YEAR,2014,,,,,,,,,12.265,12.265,,,,2015-07-07T13:58:42Z,2014,2014-01-01,2014-12-31
11101588,MH_24,COUNTRY,BWA,YEAR,2014,,,,,,,,,58.815,58.815,,,,2015-07-07T13:58:42Z,2014,2014-01-01,2014-12-31
11101589,MH_24,COUNTRY,BFA,YEAR,2014,,,,,,,,,65.294,65.294,,,,2015-07-07T13:58:42Z,2014,2014-01-01,2014-12-31
11101590,MH_24,COUNTRY,CAF,YEAR,2014,,,,,,,,,27.181,27.181,,,,2015-07-07T13:58:42Z,2014,2014-01-01,2014-12-31
11101591,MH_24,COUNTRY,CIV,YEAR,2014,,,,,,,,,1.000,1,,,,2015-07-07T13:58:42Z,2014,2014-01-01,2014-12-31
11101592,MH_24,COUNTRY,GMB,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101593,MH_24,COUNTRY,GHA,YEAR,2014,,,,,,,,,2.269,2.269,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101594,MH_24,COUNTRY,GIN,YEAR,2014,,,,,,,,,3.462,3.462,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101595,MH_24,COUNTRY,MDG,YEAR,2014,,,,,,,,,10.067,10.067,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101596,MH_24,COUNTRY,MLI,YEAR,2014,,,,,,,,,1.934,1.934,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101597,MH_24,COUNTRY,NAM,YEAR,2014,,,,,,,,,190.376,190.376,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101598,MH_24,COUNTRY,NGA,YEAR,2014,,,,,,,,,2.178,2.178,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101599,MH_24,COUNTRY,SEN,YEAR,2014,,,,,,,,,84.547,84.547,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101600,MH_24,COUNTRY,SYC,YEAR,2014,,,,,,,,,251.851,251.851,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101601,MH_24,COUNTRY,SSD,YEAR,2014,,,,,,,,,1.295,1.295,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101602,MH_24,COUNTRY,SWZ,YEAR,2014,,,,,,,,,0.710,0.71,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101603,MH_24,COUNTRY,TGO,YEAR,2014,,,,,,,,,14.357,14.357,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101604,MH_24,COUNTRY,ZMB,YEAR,2014,,,,,,,,,131.216,131.216,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11101605,MH_24,COUNTRY,ZWE,YEAR,2014,,,,,,,,,1.733,1.733,,,,2015-07-07T13:58:43Z,2014,2014-01-01,2014-12-31
11102019,MH_24,COUNTRY,BRB,YEAR,2014,,,,,,,,,79.004,79.004,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102020,MH_24,COUNTRY,BLZ,YEAR,2014,,,,,,,,,57.982,57.982,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102021,MH_24,COUNTRY,BRA,YEAR,2014,,,,,,,,,60.776,60.776,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102022,MH_24,COUNTRY,CHL,YEAR,2014,,,,,,,,,58.629,58.629,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102023,MH_24,COUNTRY,CUB,YEAR,2014,,,,,,,,,66.527,66.527,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102024,MH_24,COUNTRY,DMA,YEAR,2014,,,,,,,,,579.209,579.209,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102025,MH_24,COUNTRY,SLV,YEAR,2014,,,,,,,,,12.266,12.266,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102026,MH_24,COUNTRY,GRD,YEAR,2014,,,,,,,,,710.227,710.227,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102027,MH_24,COUNTRY,GTM,YEAR,2014,,,,,,,,,0.467,0.467,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102028,MH_24,COUNTRY,HTI,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102029,MH_24,COUNTRY,JAM,YEAR,2014,,,,,,,,,31.692,31.692,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102030,MH_24,COUNTRY,PAN,YEAR,2014,,,,,,,,,42.129,42.129,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102031,MH_24,COUNTRY,PRY,YEAR,2014,,,,,,,,,3.180,3.18,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102032,MH_24,COUNTRY,PER,YEAR,2014,,,,,,,,,2.009,2.009,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102033,MH_24,COUNTRY,SUR,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102034,MH_24,COUNTRY,TTO,YEAR,2014,,,,,,,,,79.376,79.376,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102035,MH_24,COUNTRY,USA,YEAR,2014,,,,,,,,,59.830,59.83,,,,2015-07-07T13:58:59Z,2014,2014-01-01,2014-12-31
11102379,MH_24,COUNTRY,AFG,YEAR,2014,,,,,,,,,24.018,24.018,,,,2015-07-07T13:59:10Z,2014,2014-01-01,2014-12-31
11102380,MH_24,COUNTRY,DJI,YEAR,2014,,,,,,,,,50.659,50.659,,,,2015-07-07T13:59:10Z,2014,2014-01-01,2014-12-31
11102381,MH_24,COUNTRY,IRN,YEAR,2014,,,,,,,,,43.743,43.743,,,,2015-07-07T13:59:10Z,2014,2014-01-01,2014-12-31
11102382,MH_24,COUNTRY,IRQ,YEAR,2014,,,,,,,,,13.808,13.808,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102383,MH_24,COUNTRY,JOR,YEAR,2014,,,,,,,,,1.332,1.332,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102384,MH_24,COUNTRY,OMN,YEAR,2014,,,,,,,,,1.019,1.019,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102385,MH_24,COUNTRY,PAK,YEAR,2014,,,,,,,,,28.399,28.399,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102386,MH_24,COUNTRY,QAT,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102387,MH_24,COUNTRY,SYR,YEAR,2014,,,,,,,,,1.551,1.551,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102388,MH_24,COUNTRY,TUN,YEAR,2014,,,,,,,,,17.964,17.964,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102389,MH_24,COUNTRY,ARE,YEAR,2014,,,,,,,,,6.246,6.246,,,,2015-07-07T13:59:11Z,2014,2014-01-01,2014-12-31
11102729,MH_24,COUNTRY,ALB,YEAR,2014,,,,,,,,,58.297,58.297,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102730,MH_24,COUNTRY,ARM,YEAR,2014,,,,,,,,,23.224,23.224,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102731,MH_24,COUNTRY,AZE,YEAR,2014,,,,,,,,,3.132,3.132,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102732,MH_24,COUNTRY,BEL,YEAR,2014,,,,,,,,,438.139,438.139,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102733,MH_24,COUNTRY,HRV,YEAR,2014,,,,,,,,,500.042,500.042,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102734,MH_24,COUNTRY,CYP,YEAR,2014,,,,,,,,,65.131,65.131,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102735,MH_24,COUNTRY,CZE,YEAR,2014,,,,,,,,,168.838,168.838,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102736,MH_24,COUNTRY,DNK,YEAR,2014,,,,,,,,,866.089,866.089,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102737,MH_24,COUNTRY,EST,YEAR,2014,,,,,,,,,713.057,713.057,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102738,MH_24,COUNTRY,FIN,YEAR,2014,,,,,,,,,605.769,605.769,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102739,MH_24,COUNTRY,GEO,YEAR,2014,,,,,,,,,49.597,49.597,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102740,MH_24,COUNTRY,DEU,YEAR,2014,,,,,,,,,500.200,500.2,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102741,MH_24,COUNTRY,GRC,YEAR,2014,,,,,,,,,131.762,131.762,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102742,MH_24,COUNTRY,HUN,YEAR,2014,,,,,,,,,1067.625,1067.625,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102743,MH_24,COUNTRY,ISL,YEAR,2014,,,,,,,,,878.918,878.918,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102744,MH_24,COUNTRY,ISR,YEAR,2014,,,,,,,,,43.786,43.786,,,,2015-07-07T13:59:28Z,2014,2014-01-01,2014-12-31
11102745,MH_24,COUNTRY,KGZ,YEAR,2014,,,,,,,,,23.911,23.911,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102746,MH_24,COUNTRY,LVA,YEAR,2014,,,,,,,,,121.894,121.894,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102747,MH_24,COUNTRY,LTU,YEAR,2014,,,,,,,,,501.349,501.349,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102748,MH_24,COUNTRY,POL,YEAR,2014,,,,,,,,,179.338,179.338,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102749,MH_24,COUNTRY,MDA,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102750,MH_24,COUNTRY,ROU,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102751,MH_24,COUNTRY,SRB,YEAR,2014,,,,,,,,,201.386,201.386,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102752,MH_24,COUNTRY,SVN,YEAR,2014,,,,,,,,,84.169,84.169,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102753,MH_24,COUNTRY,ESP,YEAR,2014,,,,,,,,,163.813,163.813,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102754,MH_24,COUNTRY,TJK,YEAR,2014,,,,,,,,,39.244,39.244,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11102755,MH_24,COUNTRY,UZB,YEAR,2014,,,,,,,,,8.767,8.767,,,,2015-07-07T13:59:29Z,2014,2014-01-01,2014-12-31
11103120,MH_24,COUNTRY,BGD,YEAR,2014,,,,,,,,,3.785,3.785,,,,2015-07-07T13:59:41Z,2014,2014-01-01,2014-12-31
11103121,MH_24,COUNTRY,BTN,YEAR,2014,,,,,,,,,87.518,87.518,,,,2015-07-07T13:59:41Z,2014,2014-01-01,2014-12-31
11103122,MH_24,COUNTRY,MDV,YEAR,2014,,,,,,,,,62.007,62.007,,,,2015-07-07T13:59:41Z,2014,2014-01-01,2014-12-31
11103123,MH_24,COUNTRY,MMR,YEAR,2014,,,,,,,,,1.986,1.986,,,,2015-07-07T13:59:41Z,2014,2014-01-01,2014-12-31
11103124,MH_24,COUNTRY,THA,YEAR,2014,,,,,,,,,299.896,299.896,,,,2015-07-07T13:59:41Z,2014,2014-01-01,2014-12-31
11103125,MH_24,COUNTRY,TLS,YEAR,2014,,,,,,,,,0.000,0,,,,2015-07-07T13:59:41Z,2014,2014-01-01,2014-12-31
11103299,MH_24,COUNTRY,AUS,YEAR,2014,,,,,,,,,560.220,560.22,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103300,MH_24,COUNTRY,BRN,YEAR,2014,,,,,,,,,74.904,74.904,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103301,MH_24,COUNTRY,KHM,YEAR,2014,,,,,,,,,1.642,1.642,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103302,MH_24,COUNTRY,JPN,YEAR,2014,,,,,,,,,97.980,97.98,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103303,MH_24,COUNTRY,FSM,YEAR,2014,,,,,,,,,51.972,51.972,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103304,MH_24,COUNTRY,NZL,YEAR,2014,,,,,,,,,207.148,207.148,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103305,MH_24,COUNTRY,WSM,YEAR,2014,,,,,,,,,6.777,6.777,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103306,MH_24,COUNTRY,SGP,YEAR,2014,,,,,,,,,23.726,23.726,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
11103307,MH_24,COUNTRY,TON,YEAR,2014,,,,,,,,,199.461,199.461,,,,2015-07-07T13:59:47Z,2014,2014-01-01,2014-12-31
