IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,,,,,,,,,,,,,0.21,,,,,,0.21,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,,,,,,,,,,,,,0.22,,,,,,0.22,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,,,,,,,,,,,,,0.24,,,,,,0.24,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,,,,,,,,,,,,,0.27,,,,,,0.27,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,,,,,,,,,,,,,0.29,,,,,,0.29,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,,,,,,,,,,,,,0.3,,,,,,0.3,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,true,,,,,,,,,,,,,0.36,,,,,,0.36,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,,,,,,,,,,,,,0.36,,,,,,0.36,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,,,,,,,,,,,,,0.37,,,,,,0.37,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,true,,,,,,,,,,,,,0.38,,,,,,0.38,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,,,,,,,,,,,,,0.45,,,,,,0.45,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2016,true,,,,,,,,,,,,,0.5,,,,,,0.5,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,,,,,,,,,,,,,0.51,,,,,,0.51,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,,,,,,,,,,,,,0.53,,,,,,0.53,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,,,,,,,,,,,,,0.53,,,,,,0.53,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,,,,,,,,,,,,,0.56,,,,,,0.56,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,true,,,,,,,,,,,,,0.56,,,,,,0.56,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,,,,,,,,,,,,,0.63,,,,,,0.63,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,,,,,,,,,,,,,0.65,,,,,,0.65,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,,,,,,,,,,,,,0.78,,,,,,0.78,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,,,,,,,,,,,,,0.8,,,,,,0.8,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,,,,,,,,,,,,,0.84,,,,,,0.84,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,,,,,,,,,,,,,1.06,,,,,,1.06,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2016,true,,,,,,,,,,,,,1.11,,,,,,1.11,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,,,,,,,,,,,,,1.3,,,,,,1.3,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,true,,,,,,,,,,,,,1.33,,,,,,1.33,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,,,,,,,,,,,,,1.4,,,,,,1.4,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,,,,,,,,,,,,,1.55,,,,,,1.55,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,,,,,,,,,,,,,1.61,,,,,,1.61,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,TUR,Türkiye,Year,2016,true,,,,,,,,,,,,,1.64,,,,,,1.64,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,true,,,,,,,,,,,,,1.98,,,,,,1.98,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,MCO,Monaco,Year,2016,true,,,,,,,,,,,,,102.6,,,,,,102.6,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,,,,,,,,,,,,,17.19,,,,,,17.19,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,true,,,,,,,,,,,,,2.81,,,,,,2.81,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,,,,,,,,,,,,,3.46,,,,,,3.46,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,,,,,,,,,,,,,3.95,,,,,,3.95,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,true,,,,,,,,,,,,,6.61,,,,,,6.61,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,,,,,,,,,,,,,60.34,,,,,,60.34,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,,,,,,,,,,,,,76.96,,,,,,76.96,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,,,,,,,,,,,,,8.33,,,,,,8.33,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,,,,,,,,,,,,,8.4,,,,,,8.4,,,EN,2019-04-25T07:00:00.000Z
MH_8,"Social workers working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,PAN,Panama,Year,2016,true,,,,,,,,,,,,,9.22,,,,,,9.22,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,,,,,,,,,,,,,0,,,,,,0,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,,,,,,,,,,,,,0.008,,,,,,0.008,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,,,,,,,,,,,,,0.011,,,,,,0.011,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,,,,,,,,,,,,,0.019,,,,,,0.019,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,,,,,,,,,,,,,0.02,,,,,,0.02,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,,,,,,,,,,,,,0.02,,,,,,0.02,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,true,,,,,,,,,,,,,0.022,,,,,,0.022,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,,,,,,,,,,,,,0.031,,,,,,0.031,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,true,,,,,,,,,,,,,0.037,,,,,,0.037,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,,,,,,,,,,,,,0.057,,,,,,0.057,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,,,,,,,,,,,,,0.062,,,,,,0.062,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,,,,,,,,,,,,,0.065,,,,,,0.065,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,,,,,,,,,,,,,0.069,,,,,,0.069,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,,,,,,,,,,,,,0.081,,,,,,0.081,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,,,,,,,,,,,,,0.083,,,,,,0.083,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,,,,,,,,,,,,,0.09,,,,,,0.09,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,,,,,,,,,,,,,0.1,,,,,,0.1,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,,,,,,,,,,,,,0.11,,,,,,0.11,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,,,,,,,,,,,,,0.12,,,,,,0.12,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,,,,,,,,,,,,,0.17,,,,,,0.17,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,AGO,Angola,Year,2016,true,,,,,,,,,,,,,0.18,,,,,,0.18,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,,,,,,,,,,,,,0.26,,,,,,0.26,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,,,,,,,,,,,,,0.26,,,,,,0.26,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,,,,,,,,,,,,,0.3,,,,,,0.3,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,,,,,,,,,,,,,0.39,,,,,,0.39,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,,,,,,,,,,,,,0.39,,,,,,0.39,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,,,,,,,,,,,,,0.4,,,,,,0.4,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,,,,,,,,,,,,,0.41,,,,,,0.41,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,,,,,,,,,,,,,0.41,,,,,,0.41,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,,,,,,,,,,,,,0.52,,,,,,0.52,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,true,,,,,,,,,,,,,0.54,,,,,,0.54,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,,,,,,,,,,,,,0.56,,,,,,0.56,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,,,,,,,,,,,,,0.56,,,,,,0.56,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,,,,,,,,,,,,,0.57,,,,,,0.57,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,,,,,,,,,,,,,0.76,,,,,,0.76,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,true,,,,,,,,,,,,,0.76,,,,,,0.76,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,,,,,,,,,,,,,0.78,,,,,,0.78,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,,,,,,,,,,,,,0.79,,,,,,0.79,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,,,,,,,,,,,,,0.88,,,,,,0.88,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,true,,,,,,,,,,,,,1.03,,,,,,1.03,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,,,,,,,,,,,,,1.07,,,,,,1.07,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,,,,,,,,,,,,,1.11,,,,,,1.11,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,,,,,,,,,,,,,1.16,,,,,,1.16,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,,,,,,,,,,,,,1.23,,,,,,1.23,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,,,,,,,,,,,,,1.27,,,,,,1.27,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,,,,,,,,,,,,,1.41,,,,,,1.41,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,,,,,,,,,,,,,1.44,,,,,,1.44,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2016,true,,,,,,,,,,,,,1.48,,,,,,1.48,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,,,,,,,,,,,,,1.59,,,,,,1.59,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,,,,,,,,,,,,,1.75,,,,,,1.75,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,,,,,,,,,,,,,1.87,,,,,,1.87,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,,,,,,,,,,,,,1.88,,,,,,1.88,,,EN,2019-04-25T07:00:00.000Z
MH_9,"Psychologists working in mental health sector (per 100,000)",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,,,,,,,,,,,,,11.46,,,,,,11.46,,,EN,2019-04-25T07:00:00.000Z
